idx	text_left	text_right	label
827	incremental maintenance of views with duplicates leonid libkin , timothy griffin sigmod conference 1995	performance issues in incremental warehouse maintenance wilburt labio , jun yang , yingwei cui , hector garcia-molina , jennifer widom very large data bases 2000	0
828	algorithms for deferred view maintenance leonid libkin , inderpal singh mumick , latha s. colby , howard trickey , timothy griffin sigmod conference 1996	algorithms for deferred view maintenance latha s. colby , timothy griffin , leonid libkin , inderpal singh mumick , howard trickey international conference on management of data 1996	1
829	efficient and effective clustering methods for spatial data mining raymond t. ng , jiawei han vldb 1994	robust and efficient fuzzy match for online data cleaning surajit chaudhuri , kris ganjam , venkatesh ganti , rajeev motwani international conference on management of data 2003	0
830	dwms : data warehouse management system narendra mohan vldb 1996	document management as a database problem rudolf bayer very large data bases 1995	0
831	an extensible compressor for xml data dan suciu , hartmut liefke sigmod record 2000	an extensible compressor for xml data hartmut liefke , dan suciu acm sigmod record 2000	1
832	constraint databases : a tutorial introduction jan van den bussche sigmod record 2000	introduction to constraint databases bart kuijpers acm sigmod record 2002	0
833	using the golden rule of sampling for query estimation amr el abbadi , yi-leh wu , divyakant agrawal sigmod conference 2001	applying the golden rule of sampling for query estimation yi-leh wu , divyakant agrawal , amr el abbadi international conference on management of data 2001	1
834	secure transaction processing in firm real-time database systems binto george , jayant r. haritsa sigmod conference 1997	deeds towards a distributed and active real-time database system s. f. andler , j. hansson , j. eriksson , j. mellin , m. berndtsson , b. eftring acm sigmod record 1996	0
835	semantic integration of semistructured and structured data sources sonia bergamaschi , maurizio vincini , silvana castano sigmod record 1999	automatic segmentation of text into structured records vinayak borkar , kaustubh deshmukh , sunita sarawagi international conference on management of data 2001	0
836	roadrunner : automatic data extraction from data-intensive web sites giansalvatore mecca , valter crescenzi , paolo merialdo sigmod conference 2002	data-driven , one-to-one web site generation for data-intensive applications stefano ceri , piero fraternali , stefano paraboschi very large data bases 1999	0
837	reminiscences on influential papers z. meral özsoyoglu , philip s. yu , nick roussopoulos , krithi ramamritham , alberto o. mendelzon , richard t. snodgrass , laura m. haas , jennifer widom , jan paredaens sigmod record 1998	influential papers ken ross acm sigmod record 2002	0
838	pixel-oriented database visualizations daniel a. keim sigmod record 1996	a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002	0
839	hypothetical queries in an olap environment thanos papadimitriou , andrey balmin , yannis papakonstantinou vldb 2000	hierarchies and relative operators in the olap environment elaheh pourabbas , maurizio rafanelli acm sigmod record 2000	0
840	information systems research at george mason university sushil jajodia , amihai motro , edgar h. sibley , alexander brodsky , larry kerschberg , xiaoyang sean wang , daniel barbará sigmod record 1997	information systems research at rwth aachen matthias jarke acm sigmod record 1995	0
841	book review column karl aberer sigmod record 2003	book review column karl aberer acm sigmod record 2002	0
842	dna-miner : a system prototype for mining dna sequences jiawei han , liangyou chen , jian pei , ying lu , yaqin liao , hasan m. jamil sigmod conference 2001	dblearn : a system prototype for knowledge discovery in relational databases jiawei han , yongjian fu , yue huang , yandong cai , nick cercone international conference on management of data 1994	0
843	lineage tracing for general data warehouse transformations yingwei cui , jennifer widom vldb 2001	multi-dimensional database allocation for parallel data warehouses thomas st &#246; hr , holger m &#228; rtens , erhard rahm very large data bases 2000	0
844	secure buffering in firm real-time database systems binto george , jayant r. haritsa vldb 1998	analysis of locking behavior in three real database systems vigyan singhal , alan jay smith the vldb journal -- the international journal on very large data bases 1997	0
845	view maintenance in a warehousing environment jennifer widom , hector garcia-molina , yue zhuge , joachim hammer sigmod conference 1995	dyda : data warehouse maintenance in fully concurrent environments jun chen , xin zhang , songting chen , andreas koeller , elke a. rundensteiner international conference on management of data 2001	0
846	heterogeneous database query optimization in db2 universal datajoiner shivakumar venkataraman , tian zhang vldb 1998	implementation of two semantic query optimization techniques in db2 universal database qi cheng , jarek gryz , fred koo , t. y. cliff leung , linqi liu , xiaoyan qian , k. bernhard schiefer very large data bases 1999	0
847	temporal aggregation in active database rules iakovos motakis , carlo zaniolo sigmod conference 1997	integrating temporal , real-time , an active databases krithi ramamritham , raju sivasankaran , john a. stankovic , don t. towsley , ming xiong acm sigmod record 1996	0
848	efficiently publishing relational data as xml documents berthold reinwald , jayavel shanmugasundaram , michael j. carey , eugene j. shekita , hamid pirahesh , bruce g. lindsay , rimon barr vldb 2000	efficiently publishing relational data as xml documents jayavel shanmugasundaram , eugene shekita , rimon barr , michael carey , bruce lindsay , hamid pirahesh , berthold reinwald the vldb journal -- the international journal on very large data bases 2001	0
849	the asilomar report on database research gerald held , hector garcia-molina , michael lesk , jim gray , philip a. bernstein , david maier , h. v. jagadish , michael stonebraker , stefano ceri , joseph m. hellerstein , david j. dewitt , jeffrey d. ullman , michael l. brodie , jeffrey f. naughton , michael j. franklin , hamid pirahesh sigmod record 1998	the impact of database research on industrial products ( panel ) jos &#233; a. blakeley , dan fishman , david lomet , michael stonebraker acm sigmod record 1994	0
850	active views for electronic commerce laurent mignet , serge abiteboul , tova milo , adi eyal , bernd amann , sophie cluet vldb 1999	data management issues in electronic commerce m. tamer &#214; zsu international conference on management of data 1999	0
851	answering queries using views : a survey alon y. halevy vldb j. 2001	optimizing queries using materialized views : a practical , scalable solution jonathan goldstein , per - &#197; ke larson international conference on management of data 2001	0
852	reminiscences on influential papers kaladhar voruganti , renée j. miller , kenneth a. ross , flip korn sigmod record 2002	reminiscences on influential papers kenneth a. ross , theodore johnson , richard thomas snodgrass acm sigmod record 2002	0
853	outerjoin simplification and reordering for query optimization césar a. galindo-legaria , arnon rosenthal acm trans . database syst . 1997	including group-by in query optimization surajit chaudhuri , kyuseok shim very large data bases 1994	0
854	issues in developing very large data warehouses vish jumani , lyman do , david van rossum , pamela drew , wei jin vldb 1998	expiring data in a warehouse hector garcia-molina , wilburt labio , jun yang very large data bases 1998	0
855	guest editor 's introduction robert meersman , amit p. sheth sigmod record 2002	advanced xml data processing : guest editor 's introduction karl aberer acm sigmod record 2001	0
856	the prototype of the dare system tiziana catarci , giuseppe santucci sigmod conference 2001	the coral deductive system raghu ramakrishnan , divesh srivastava , s. sudarshan , praveen seshadri the vldb journal -- the international journal on very large data bases 1994	0
857	cost-based optimization for magic : algebra and implementation hamid pirahesh , t. y. cliff leung , s. sudarshan , praveen seshadri , divesh srivastava , raghu ramakrishnan , joseph m. hellerstein , peter j. stuckey sigmod conference 1996	a query language for multidimensional arrays : design , implementation , and optimization techniques leonid libkin , rona machlin , limsoon wong international conference on management of data 1996	0
858	picodbms : scaling down database techniques for the smartcard patrick valduriez , philippe pucheral , christophe bobineau , luc bouganim vldb j. 2001	picodbms : scaling down database techniques for the smartcard philippe pucheral , luc bouganim , patrick valduriez , christophe bobineau the vldb journal -- the international journal on very large data bases 2001	1
859	the role of integrity constraints in database interoperation peter m. g. apers , mark w. w. vermeer vldb 1996	themis : a database programming language handling integrity constraints v &#233; ronique benzaken , anne doucet the vldb journal -- the international journal on very large data bases 1995	0
860	storing semistructured data with stored alin deutsch , mary f. fernandez , dan suciu sigmod conference 1999	a fast index for semistructured data brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon very large data bases 2001	0
861	active storage for large-scale data mining and multimedia garth a. gibson , erik riedel , christos faloutsos vldb 1998	active storage for large-scale data mining and multimedia erik riedel , garth a. gibson , christos faloutsos very large data bases 1998	1
862	hyperqueries : dynamic distributed query processing on the internet alfons kemper , christian wiesner vldb 2001	hyperqueries : dynamic distributed query processing on the internet alfons kemper , christian wiesner very large data bases 2001	1
863	efficient and tunable similar set retrieval dimitrios gunopulos , aristides gionis , nick koudas sigmod conference 2001	efficient and tumble similar set retrieval aristides gionis , dimitrios gunopulos , nick koudas international conference on management of data 2001	1
864	logical and physical versioning in main memory databases s. seshadri , rajeev rastogi , abraham silberschatz , philip bohannon , dennis w. leinbaugh , s. sudarshan vldb 1997	reordering query execution in tertiary memory databases sunita sarawagi , michael stonebraker very large data bases 1996	0
865	locally adaptive dimensionality reduction for indexing large time series databases kaushik chakrabarti , eamonn j. keogh , michael j. pazzani , sharad mehrotra acm trans . database syst . 2002	locally adaptive dimensionality reduction for indexing large time series databases eamonn keogh , kaushik chakrabarti , michael pazzani , sharad mehrotra international conference on management of data 2001	0
866	the ccube constraint object-oriented database system alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen sigmod conference 1999	the mlpq/gis constraint database system peter revesz , rui chen , pradip kanjamala , yiming li , yuguo liu , yonghui wang international conference on management of data 2000	0
867	revisiting commit processing in distributed database systems krithi ramamritham , jayant r. haritsa , ramesh gupta sigmod conference 1997	deeds towards a distributed and active real-time database system s. f. andler , j. hansson , j. eriksson , j. mellin , m. berndtsson , b. eftring acm sigmod record 1996	0
868	cost-based optimization for magic : algebra and implementation hamid pirahesh , t. y. cliff leung , s. sudarshan , praveen seshadri , divesh srivastava , raghu ramakrishnan , joseph m. hellerstein , peter j. stuckey sigmod conference 1996	design and implementation of a genetic-based algorithm for data mining sunil choenni very large data bases 2000	0
869	parallel mining algorithms for generalized association rules with classification hierarchy masaru kitsuregawa , takahiko shintani sigmod conference 1998	data mining using two-dimensional optimized association rules : scheme , algorithms , and visualization takeshi fukuda , yasukiko morimoto , shinichi morishita , takeshi tokuyama international conference on management of data 1996	0
870	management of multidimensional discrete data peter baumann vldb j. 1994	on the computation of multidimensional aggregates sameet agarwal , rakesh agrawal , prasad deshpande , ashish gupta , jeffrey f. naughton , raghu ramakrishnan , sunita sarawagi very large data bases 1996	0
871	clustering methods for large databases : from the past to the future alexander hinneburg , daniel a. keim sigmod conference 1999	clustering methods for large databases : from the past to the future alexander hinneburg , daniel a. keim international conference on management of data 1999	1
872	merging ranks from heterogeneous internet sources hector garcia-molina , luis gravano vldb 1997	mind your vocabulary : query mapping across heterogeneous information sources chen-chuan k. chang , h &#233; ctor garc &#237; a-molina international conference on management of data 1999	0
873	garbage collection in object-oriented databases using transactional cyclic reference counting s. sudarshan , prasan roy , abraham silberschatz , srinivas ashwin , s. seshadri vldb j. 1998	optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997	0
874	management of multidimensional discrete data peter baumann vldb j. 1994	intelligent rollups in multidimensional olap data gayatri sathe , sunita sarawagi very large data bases 2001	0
875	document management as a database problem rudolf bayer vldb 1995	database management systems and the internet susan malaika very large data bases 1996	0
876	panel : future directions of database research - the vldb broadening strategy , part 1 hans-jörg schek vldb 2000	panel : future directions of database research - the vldb broadening strategy , part 2 michael l. brodie very large data bases 2000	0
877	safe query languages for constraint databases peter z. revesz acm trans . database syst . 1998	the lyric language : querying constraint objects alexander brodsky , yoram kornatzky international conference on management of data 1995	0
878	secure buffering in firm real-time database systems binto george , jayant r. haritsa vldb 1998	secure buffering in firm real-time database systems binto george , jayant r. haritsa very large data bases 1998	1
879	the samos active dbms prototype klaus r. dittrich , stella gatziu , andreas geppert sigmod conference 1995	the prototype of the dare system tiziana catarci , giuseppe santucci international conference on management of data 2001	0
880	copy detection mechanisms for digital documents hector garcia-molina , sergey brin , james davis sigmod conference 1995	copy detection mechanisms for digital documents sergey brin , james davis , h &#233; ctor garc &#237; a-molina international conference on management of data 1995	1
881	act-net - the active database management system manifesto : a rulebase of adbms features ? sigmod record 1996	lore : a database management system for semistructured data jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom acm sigmod record 1997	0
882	dual-buffering strategies in object bases alfons kemper , donald kossmann vldb 1994	adaptable pointer swizzling strategies in object bases : design , realization , and quantitative analysis alfons kemper , donald kossmann the vldb journal -- the international journal on very large data bases 1995	0
883	vxmlr : a visual xml-relational database system aoying zhou , wenyun ji , shihui zheng , hongjun lu , yuqi liang , zengping tian , long zhang vldb 2001	a system for watermarking relational databases rakesh agrawal , peter j. haas , jerry kiernan international conference on management of data 2003	0
884	reminiscences on influential papers richard t. snodgrass sigmod record 1998	reminiscences in influential papers richard snodgrass acm sigmod record 1998	1
885	book review column karl aberer sigmod record 2003	book review column karl aberer acm sigmod record 2002	0
886	mpeg-7 and multimedia database systems harald kosch sigmod record 2002	an annotated bibliography on real-time database systems &#214; zg &#252; r ulusoy acm sigmod record 1995	0
887	dynamic load balancing in hierarchical parallel database systems luc bouganim , daniela florescu , patrick valduriez vldb 1996	automating physical database design in a parallel database jun rao , chun zhang , nimrod megiddo , guy lohman international conference on management of data 2002	0
888	performing jobs without decompression in a compressed database system n. winterbottom , s. j. o'connell sigmod record 2003	query optimization in compressed database systems zhiyuan chen , johannes gehrke , flip korn international conference on management of data 2001	0
889	on periodic resource scheduling for continuous-media databases minos n. garofalakis , banu özden , abraham silberschatz vldb j. 1998	multi-dimensional resource scheduling for parallel queries minos n. garofalakis , yannis e. ioannidis international conference on management of data 1996	0
890	what is the data warehousing problem ? ( are materialized views the answer ? ) inderpal singh mumick , ashish gupta vldb 1996	materialized views and data warehouses nick roussopoulos acm sigmod record 1998	0
891	query processing techniques for multiversion access methods jochen van den bercken , bernhard seeger vldb 1996	query processing techniques for arrays arunprasad p. marathe , kenneth salem international conference on management of data 1999	0
892	workshop report : the first international workshop on active and real-time database systems ( artdb-95 ) mikael berndtsson , jörgen hansson sigmod record 1996	report on the first international workshop on efficient web-based information systems zo &#233; lacroix , omar boucelma acm sigmod record 2003	0
893	parallel database systems in the 1990 's michael j. carey sigmod conference 1994	managing intra-operator parallelism in parallel database systems manish mehta , david j. dewitt very large data bases 1995	0
894	open object database management systems josé a. blakeley sigmod conference 1994	view management in multimedia databases k. sel &#231; uk candan , eric lemar , v. s. subrahmanian the vldb journal -- the international journal on very large data bases 2000	0
895	index configuration in object-oriented databases elisa bertino vldb j. 1994	the trigs active object-oriented database system - an overview g. kappel , w. retschitzegger acm sigmod record 1998	0
896	integrating information for on demand computing nelson mendonça mattos vldb 2003	image mining in iris : integrated retinal information system wynne hsu , mong li lee , kheng guan goh international conference on management of data 2000	0
897	approximate xml joins h. v. jagadish , ting yu , divesh srivastava , sudipto guha , nick koudas sigmod conference 2002	approximate query processing using wavelets kaushik chakrabarti , minos garofalakis , rajeev rastogi , kyuseok shim the vldb journal -- the international journal on very large data bases 2001	0
898	caching multidimensional queries using chunks karthikeyan ramasamy , prasad deshpande , amit shukla , jeffrey f. naughton sigmod conference 1998	optimizing multiple dimensional queries simultaneously in multidimensional databases weifa liang , maria e. orlowska , jeffrey x. yu the vldb journal -- the international journal on very large data bases 2000	0
899	algorithms for mining association rules for binary segmentations of huge categorical databases kunikazu yoda , hirofumi matsuzawa , takeshi tokuyama , yasuhiko morimoto , takeshi fukuda vldb 1998	integrating association rule mining with relational database systems : alternatives and implications sunita sarawagi , shiby thomas , rakesh agrawal international conference on management of data 1998	0
900	fast subsequence matching in time-series databases m. ranganathan , christos faloutsos , yannis manolopoulos sigmod conference 1994	fast similarity search in the presence of noise , scaling , and translation in time-series databases rakesh agrawal , king-ip lin , harpreet s. sawhney , kyuseok shim very large data bases 1995	0
901	the ccube constraint object-oriented database system alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen sigmod conference 1999	metu object-oriented dbms asuman dogac , budak arpinar , cem evrendilek , cetin ozkan , ilker altintas , ilker durusoy , mehmet altinel , tansel okay , yuksel saygin international conference on management of data 1994	0
902	the p operator : discovering and ranking associations on the semantic web kemafor anyanwu , amit p. sheth sigmod record 2002	the grid : an application of the semantic web carole goble , david de roure acm sigmod record 2002	0
903	report on ngits ' 99 : the 4th international workshop on next generation information technologies and systems opher etzion sigmod record 1999	report on the 5th international workshop on the design and management of data warehouses ( dmdw ' 03 ) hans j. lenz , panos vassiliadis , manfred jeusfeld , martin staudt acm sigmod record 2003	0
904	metadata for mixed-media access julian kupiec , jan o. pedersen , lynn wilcox , marti a. hearst , francine chen sigmod record 1994	metadata for multimedia documents klemens b &#246; hm , thomas c. rakow acm sigmod record 1994	0
905	partial results for online query processing joseph m. hellerstein , vijayshankar raman sigmod conference 2002	dynamic sample selection for approximate query processing brian babcock , surajit chaudhuri , gautam das international conference on management of data 2003	0
906	quality-driven integration of heterogenous information systems johann christoph freytag , felix naumann , ulf leser vldb 1999	querying heterogeneous information sources using source descriptions alon y. levy , anand rajaraman , joann j. ordille very large data bases 1996	0
907	to table or not to table : a hypertabular answer giuseppe santucci , laura tarantino sigmod record 1996	to table or not to table : a hypertabular answer giuseppe santucci , laura tarantino acm sigmod record 1996	1
908	on parallel processing of aggregate and scalar functions in object-relational dbms michael jaedicke , bernhard mitschang sigmod conference 1998	extending practical pre-aggregation in on-line analytical processing torben bach pedersen , christian s. jensen , curtis e. dyreson very large data bases 1999	0
909	data mining in the bioinformatics domain shalom tsur vldb 2000	data modelling in the large martin bertram acm sigmod record 1994	0
910	a predicate-based caching scheme for client-server database architectures julie basu , arthur m. keller vldb j. 1996	upsizing form file server to client server architectures corporate the access team microsoft international conference on management of data 1995	0
911	approximate query processing using wavelets rajeev rastogi , minos n. garofalakis , kyuseok shim , kaushik chakrabarti vldb j. 2001	approximate join processing over data streams abhinandan das , johannes gehrke , mirek riedewald international conference on management of data 2003	0
912	fast high-dimensional data search in incomplete databases kian-lee tan , cheng hian goh , beng chin ooi vldb 1998	proximity search in databases roy goldman , narayanan shivakumar , suresh venkatasubramanian , hector garcia-molina very large data bases 1998	0
913	managing intra-operator parallelism in parallel database systems david j. dewitt , manish mehta vldb 1995	dynamic multi-resource load balancing in parallel database systems erhard rahm , robert marek very large data bases 1995	0
914	a componentized architecture for dynamic electronic markets israel ben-shaul , benny reich sigmod record 1998	a componentized architecture for dynamic electronic markets benny reich , israel ben-shaul acm sigmod record 1998	1
915	calibrating the query optimizer cost model of iro-db , an object-oriented federated database system zhao-hui tang , fei sha , georges gardarin vldb 1996	mosaico-a system for conceptual modeling and rapid prototyping of object-oriented database application m. missikoff , m. toiati international conference on management of data 1994	0
916	guest editorial malcolm p. atkinson vldb j. 2000	guest editorial philip a. bernstein , yannis ioannidis , raghu ramakrishnan the vldb journal -- the international journal on very large data bases 2003	0
917	dynamic sample selection for approximate query processing gautam das , surajit chaudhuri , brian babcock sigmod conference 2003	dynamic sample selection for approximate query processing brian babcock , surajit chaudhuri , gautam das international conference on management of data 2003	1
918	dyda : data warehouse maintenance in fully concurrent environments songting chen , andreas koeller , elke a. rundensteiner , xin zhang , jun chen sigmod conference 2001	efficient view maintenance at data warehouses d. agrawal , a. el abbadi , a. singh , t. yurek international conference on management of data 1997	0
919	using sets of feature vectors for similarity search on voxelized cad objects martin pfeifle , hans-peter kriegel , stefan brecheisen , peer kröger , matthias schubert sigmod conference 2003	using extended feature objects for partial similarity retrieval stefan berchtold , daniel a. keim , hans-peter kriegel the vldb journal -- the international journal on very large data bases 1997	0
920	book review column karl aberer sigmod record 2001	book reviews karl aberer acm sigmod record 2003	0
921	efficient and tunable similar set retrieval dimitrios gunopulos , aristides gionis , nick koudas sigmod conference 2001	efficient retrieval of similar shapes davood rafiei , alberto o. mendelzon the vldb journal -- the international journal on very large data bases 2002	0
922	discover : keyword search in relational databases vagelis hristidis , yannis papakonstantinou vldb 2002	dbxplorer : enabling keyword search over relational databases sanjay agrawal , surajit chaudhuri , gautam das international conference on management of data 2002	0
923	quasi-cubes : exploiting approximations in multidimensional databases daniel barbará , mark sullivan sigmod record 1997	approximate computation of multidimensional aggregates of sparse data using wavelets jeffrey scott vitter , min wang international conference on management of data 1999	0
924	information integration : the momis project demonstration michele melchiori , silvana castano , g. malvezzi , domenico beneventano , r. guidetti , alberto corni , sonia bergamaschi , maurizio vincini vldb 2000	information integration : the momis project demonstration domenico beneventano , sonia bergamaschi , silvana castano , alberto corni , r. guidetti , g. malvezzi , michele melchiori , maurizio vincini very large data bases 2000	1
925	qcluster : relevance feedback using adaptive clustering for content-based image retrieval deok-hwan kim , chin-wan chung sigmod conference 2003	falcon : feedback adaptive loop for content-based retrieval leejay wu , christos faloutsos , katia p. sycara , terry r. payne very large data bases 2000	0
926	database issues in telecommunications network management ilsoo ahn sigmod conference 1994	issues in data stream management lukasz golab , m. tamer &#214; zsu acm sigmod record 2003	0
927	index-driven similarity search in metric spaces gísli r. hjaltason , hanan samet acm trans . database syst . 2003	searching in metric spaces by spatial approximation gonzalo navarro the vldb journal -- the international journal on very large data bases 2002	0
928	data grid management systems arun jagatheesan , arcot rajasekar sigmod conference 2003	the ores temporal database management system babis theodoulidis , aziz ait-braham , george andrianopoulos , jayant chaudhary , george karvelis , simon sou international conference on management of data 1994	0
929	the role of b2b engines in b2b integration architectures christoph bussler sigmod record 2002	the role of integrity constraints in database interoperation mark w. w. vermeer , peter m. g. apers very large data bases 1996	0
930	static detection of security flaws in object-oriented databases keishi tajima sigmod conference 1996	extraction of object-oriented structures from existing relational databases shekar ramanathan , julia hodges acm sigmod record 1997	0
931	index configuration in object-oriented databases elisa bertino vldb j. 1994	optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997	0
932	from the guest editors - special section on data management issues in mobile computing margaret h. dunham , abdelsalam helal sigmod record 1995	data management issues in electronic commerce asuman dogac acm sigmod record 2002	0
933	integrating information for on demand computing nelson mendonça mattos vldb 2003	integrating modelling systems for environmental management information systems david j. abel , kerry taylor , dean kun acm sigmod record 1997	0
934	image mining in iris : integrated retinal information system kheng guan goh , wynne hsu , mong-li lee sigmod conference 2000	duplicate removal in information system dissemination tak w. yan , hector garcia-molina very large data bases 1995	0
935	tigukat : a uniform behavioral objectbase management system randal j. peters , m. tamer özsu , boman irani , adriana muñoz , anna lipka , duane szafron vldb j. 1995	the wasa2 object-oriented workflow management system gottfried vossen , mathias weske international conference on management of data 1999	0
936	the ecobase project : database and web technologies for environmental information systems asterio k. tanaka , patrick valduriez sigmod record 2001	query previews for networked information systems : a case study with nasa environmental data khoa doan , catherine plaisant , ben shneiderman , tom bruns acm sigmod record 1997	0
937	revisiting commit processing in distributed database systems krithi ramamritham , jayant r. haritsa , ramesh gupta sigmod conference 1997	the network is the database : data management for highly distributed systems julio c. navas , michael wynblatt international conference on management of data 2001	0
938	online feedback for nested aggregate queries with multi-threading beng chin ooi , kian-lee tan , cheng hian goh vldb 1999	online feedback for nested aggregate queries with multi-threading kian-lee tan , cheng hian goh , beng chin ooi very large data bases 1999	1
939	on the costs of multilingualism in database systems a. kumaran , jayant r. haritsa vldb 2003	parallel database systems in the 1990 's michael j. carey international conference on management of data 1994	0
940	formal query languages for secure relational databases marianne winslett , kenneth smith , xiaolei qian acm trans . database syst . 1994	automatic discovery of language models for text databases jamie callan , margaret connell , aiqun du international conference on management of data 1999	0
941	a goal-driven auto-configuration tool for the distributed workflow management system mentor-lite german shegalov , gerhard weikum , wolfgang wonner , michael gillmann , jeanine weißenfels sigmod conference 2000	a goal-driven auto-configuration tool for the distributed workflow management system mentorlite michael gillmann , jeanine weissenfels , german shegalov , wolfgang wonner , gerhard weikum international conference on management of data 2000	1
942	finding intensional knowledge of distance-based outliers raymond t. ng , edwin m. knorr vldb 1999	finding intensional knowledge of distance-based outliers edwin m. knorr , raymond t. ng very large data bases 1999	1
943	improving performance in replicated databases through relaxed coherency rainer gallersdörfer , matthias nicola vldb 1995	improving performance in replicated databases through relaxed coherency rainer gallersd &#246; rfer , matthias nicola very large data bases 1995	1
944	an efficient method for checking object-oriented database schema correctness michele missikoff , anna formica , hans dietmar gröger acm trans . database syst . 1998	a taxonomy for secure object-oriented databases martin s. olivier , sebastiaan h. von solms acm transactions on database systems ( tods ) 1994	0
945	influencing database language standards leonard gallagher sigmod record 1994	influencing database language standards leonard gallagher acm sigmod record 1994	1
946	a foundation for multi-dimensional databases laks v. s. lakshmanan , marc gyssens vldb 1997	multi-dimensional database allocation for parallel data warehouses thomas st &#246; hr , holger m &#228; rtens , erhard rahm very large data bases 2000	0
947	declustering of key-based partitioned signature files pavel zezula , paolo ciaccia , paolo tiberio acm trans . database syst . 1996	declustering of key-based partitioned signature files paolo ciaccia , paolo tiberio , pavel zezula acm transactions on database systems ( tods ) 1996	1
948	dynamic resource brokering for multi-user query execution diane l. davison , goetz graefe sigmod conference 1995	dynamic resource brokering for multi-user query execution diane l. davison , goetz graefe international conference on management of data 1995	1
949	discovering web services : an overview vadim draluk vldb 2001	discovering web services : an overview vadim draluk very large data bases 2001	1
950	dynamic content acceleration : a caching solution to enable scalable dynamic web page generation debra e. vandermeer , krithi ramamritham , helen m. thomas , anindya datta , kaushik dutta sigmod conference 2001	proxy-based acceleration of dynamically generated content on the world wide web : an approach and implementation anindya datta , kaushik dutta , helen thomas , debra vandermeer , suresha , krithi ramamritham international conference on management of data 2002	0
951	dynamic content acceleration : a caching solution to enable scalable dynamic web page generation debra e. vandermeer , krithi ramamritham , helen m. thomas , anindya datta , kaushik dutta sigmod conference 2001	dynamic content acceleration : a caching solution to enable scalable dynamic web page generation anindya datta , kaushik dutta , krithi ramamritham , helen thomas , debra vandermeer international conference on management of data 2001	1
952	towards an odmg-compliant visual object query language manoj chavda , peter t. wood vldb 1997	towards an odmg-compliant visual object query language manoj chavda , peter t. wood very large data bases 1997	1
953	managing video data in a mobile environment rafael alonso , yuh-lin chang , v. s. mani , liviu iftode sigmod record 1995	tracing the lineage of view data in a warehousing environment yingwei cui , jennifer widom , janet l. wiener acm transactions on database systems ( tods ) 2000	0
954	what will be - book review paul w. p. j. grefen sigmod record 2002	what will be michael dertouzos acm sigmod record 2002	1
955	model and verification of a data manager based on aries dean kuo acm trans . database syst . 1996	model and verification of a data manager based on aries dean kuo acm transactions on database systems ( tods ) 1996	1
956	lore : a database management system for semistructured data roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh sigmod record 1997	bigsur : a system for the management of earth science data paul brown , michael stonebraker very large data bases 1995	0
957	banks : browsing and keyword searching in relational databases arvind hulgeri , gaurav bhalotia , soumen chakrabarti , parag , s. sudarshan , charuta nakhe , b. aditya vldb 2002	distance browsing in spatial databases g &#237; sli r. hjaltason , hanan samet acm transactions on database systems ( tods ) 1999	0
958	fast high-dimensional data search in incomplete databases kian-lee tan , cheng hian goh , beng chin ooi vldb 1998	fast high-dimensional data search in incomplete databases beng chin ooi , cheng hian goh , kian-lee tan very large data bases 1998	1
959	reminiscences on influential papers christos h. papadimitriou , anant jhingran , yannis e. ioannidis , kenneth a. ross sigmod record 2000	reminiscences on influential papers richard snodgrass acm sigmod record 1998	0
960	query optimization in the presence of limited access patterns dan suciu , ioana manolescu , daniela florescu , alon y. levy sigmod conference 1999	a characterization of the sensitivity of query optimization to storage access cost parameters frederick r. reiss , tapas kanungo international conference on management of data 2003	0
961	priority assignment in real-time active databases rajendran m. sivasankaran , bhaskar purimetla , john a. stankovic , krithi ramamritham , donald f. towsley vldb j. 1996	advances in real-time database systems research azer bestavros acm sigmod record 1996	0
962	wavecluster : a wavelet based clustering approach for spatial data in very large databases surojit chatterjee , gholamhosein sheikholeslami , aidong zhang vldb j. 2000	birch : an efficient data clustering method for very large databases tian zhang , raghu ramakrishnan , miron livny international conference on management of data 1996	0
963	query optimization by predicate move-around inderpal singh mumick , alon y. levy , yehoshua sagiv vldb 1994	query optimization at the crossroads surajit chaudhuri international conference on management of data 1997	0
964	evaluating functional joins along nested reference sets in object-relational and object-oriented databases alfons kemper , reinhard braumandl , jens claußen vldb 1998	garbage collection in object oriented databases using transactional cyclic reference counting srinivas ashwin , prasan roy , s. seshadri , abraham silberschatz , s. sudarshan very large data bases 1997	0
965	distributed query evaluation on semistructured data dan suciu acm trans . database syst . 2002	capturing and querying multiple aspects of semistructured data curtis e. dyreson , michael h. b &#246; hlen , christian s. jensen very large data bases 1999	0
966	dwms : data warehouse management system narendra mohan vldb 1996	design and management of data warehouses report on the dmdw '99 workshop stella gatziu , manfred jeusfeld , martin staudt , yannis vassiliou acm sigmod record 1999	0
