idx	text_left	text_right	label
1881	panasonic dect 6.0 black expandable digital cordless phone system kxtg9372b drop and splash resistant 2 handsets up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black finish	panasonic kx-tg9333t cordless phone kx-tg9333t panasonic dect 6.0 1.9 ghz expandable cordless phone with digital answering system	0
1882	nikon d700 digital slr digital camera d700body 12.1 megapixels fx-format cmos sensor continuous shooting up to 5 frames per second 3 ' super-density 920,000-dot vga color monitor two live view shooting modes rugged magnesium-alloy construction 51-point af with 3d focus tracking dynamic integrated dust reduction system 1,005-pixel 3d color matrix metering ii scene recognition system black finish body only	sony cyber-shot dsc-w120 digital camera pink dscw120/p 16:9 2x digital zoom 2.5 ' active matrix tft color lcd	0
1883	panasonic 2-line integrated telephone kxtsc14w call waiting 50-station caller id voice mail message-waiting indicator speakerphone 3-line lcd display white finish	panasonic kx-tg9341t cordless phone 1 x phone line ( s ) black , metallic	0
1884	canon green photo ink cartridge cli8g fine technology for exceptional sharpness & detail compatible with canon pixma pro9000	canon kp 36ip print cartridge paper kit 7737a001 36 page 4 ' x 6 '	0
1885	sony dscw150 red cyber-shot digital camera dscw150r 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish	sony cyber-shot dsc-w170 digital camera red dscw170r 10.1 megapixel 16:9 2x digital zoom 2.7 ' active matrix tft color lcd	0
1886	sony progressive scan black dvd player dvpns57pb precision drive 3 system mp3 playback on screen display dolby digital decoding black finish	sony dvpns57p dvd player dvpns57pb dvd + rw , dvd-rw , dvd + r , dvd-r , cd-rw dvd video , svcd , video cd , jpeg , mp3 playback 1 disc ( s ) progressive scan black	1
1887	yamaha 5.1 channel home theater in a box system in black yht390bk new scene , compressed music enhancer ipod compatibility 600w powerful surround sound silent cinema 192khz/24-bit dacs for all channels black finish	yamaha rx-v663 home theater receiver rxv663bl 665w dolby truehd , dolby digital ex , dolby pro logic iix , dolby digital plus , dts-hd , dts-es , dts 96/24 , dts neo :6 , neural surroundxm	0
1888	tripp-lite pv375 powerverter 375-watt ultra-compact inverter pv375 12v dc input 120v ac output 2 outlets 375 watts continuous output 600 watts peak output convenient cigarette lighter plug	tripp lite powerverter 375-watt ultra-compact inverter pv375 input voltage :12 v dc output voltage :120 v ac 375w pulse-width modulated sine wave	1
1889	lg stainless steel freestanding electric range lre30757ss 5.6 cu . ft. capacity dual convection self-cleaning touch controls ceramic cooktop wideview window warming drawer interior oven light stainless steel finish	lg 5.0 cu.ft . freestanding gas range	0
1890	nikon d300 digital slr digital camera d300body 12.3 megapixel dx-format cmos sensor 3 ' super density 920,000-dot vga color monitor continuous shooting up to 6 frames per second fast accurate 51-point autofocus with 3d focus tracking scene recognition system ( srs ) dynamic integrated dust reduction system two liveview shooting modes picture control settings rugged magnesium-alloy construction black finish body only	olympus fe-370 digital camera silver 226420 olympus fe-370 8 megapixel digital camera w / dual image stabilization , 5x optical zoom , 2.7 lcd , face detection , & 19 easy-to-use shooting modes silver	0
1891	sony silver cyber-shot digital camera dscw170 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide silver finish	samsung nv30 digital camera silver ec-nv30zsba / us samsung nv30 8 megapixel digital camera with schneider lens , dual image stabilization , smart touch , and face detection silver	0
1892	panasonic dect 6.0 silver digital cordless handset kxtga630s for use with panasonic 6300 and 9300 series phone systems dect 6.0 technology 60 channels call waiting caller id 1.4 ' amber backlit lcd display wall mountable 11 days standby time 5 hours talk time silver finish	uniden tcx905 cordless handset tcx905 uniden tcx-905 tru-digital expansion handset with caller id	0
1893	panasonic nn-sn667w countertop microwave oven in white nnsn667wh 1.2 cubic foot 1300 watts high power 10 power levels 5 cooking stages quick minute one-touch sensor cooking inverter turbo defrost multi-lingual menu action screen popcorn key white finish	panasonic nnsd667s 1.2 cu . ft. countertop microwave oven in stainless steel	0
1894	canon eos 40d digital slr camera in black eos40dbody body only 10.1 megapixel cmos sensor digic iii image processor auto pop-up , retractable , built-in flash 3.0 ' tft color liquid-crystal monitor af system with 9 cross-type sensors black finish lens sold separately	canon fs11 digital camcorder 2685b001 canon fs11 flash memory camcorder	0
1895	transcend 8gb sdhc card and compact card reader ts8gsdhc6s5w sdhc card is class 6 compliant and compatible with all sdhc-labeled host devices card reader is fully compatible with hi speed usb 2.0 , up to 480mb/s and supports sdhc memory cards	transcend 16gb sdhc card & compact card reader s5 ts16gsdhc6-s5w	0
1896	sony hd-handycam 3 meters ( 10 feet ) hdmi mini cable vmc30mhd gold plating plug hdmi-compliant high speed category 2 cable support full hd 1080p digital audio transfer 3 meters ( 10 feet ) black finish	sony high definition hdmi to mini-hdmi cable vmc15mhd 1 x hdmi 1 x mini-hdmi 4.92 ft	0
1897	canon powershot sx110 is silver digital camera sx110is 9.0 megapixel 10x optical zoom lens with optical image stabilizer technology 3.0 ' lcd display digic iii image processor face detection motion detection 20 shooting modes including 8 special scene modes red-eye correction automatic iso settings print-share button power by aa batteries for convenient silver finish	canon powershot sd1100 is digital elph camera swing silver 2508b001 canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera swing silver	0
1898	sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish	sony cyber-shot dsc-w120 digital camera pink dscw120/p 16:9 2x digital zoom 2.5 ' active matrix tft color lcd	1
1899	panasonic viera 58 ' 1080p plasma hdtv in black th58pz850u 1920 x 1080 resolution 1,000,000:1 dynamic contrast ratio viera cast internet tv capability viera link hdavi control surround sound bbe viva hd3d sound built-in closed caption decoder built-in sd card memory slot built-in ntsc/atsc/qam tuners black finish	panasonic viera tc-37lz85 37 ' lcd tv 37 ' atsc , ntsc 16:9 1920 x 1080 hdtv	0
1900	sanus 15 ' 40 ' flat panel tv black wall mount vm400b virtual axis tilt adjustment system hinged arm extend from 3.5 ' to 20 ' durable powder coated black finish	sanus flat panel tv wall mount vm1b aluminum 50 lb	0
1901	samsung htx810t sound bar home theater system htx810 300 watts 2.1 channel dolby digital and dts 5.1 virtual surround sound built-in 1080p upconverting dvd player wireless subwoofer usb host play bluetooth capable smart volume wall mountable black finish	yamaha yht-390bl home theater system yht-390bl , 5.1 speakers progressive scan 600w rms black	0
1902	panasonic nnsd377s stainless steel countertop microwave oven nnsd377ss 0.8 cu . ft. capacity 800 watts cooking power 6 levels power settings 5 multi-stage cooking quick minute feature 4 digit display panel popcorn key revolving removable turntable stainless steel finish	panasonic nnsn667b 1.2 cu . ft. countertop microwave oven in black	0
1903	sony black vaio z series 13.1 ' notebook computer vgnz550nb 2.40 ghz intel core 2 duo p8600 processor 13.3 ' xbrite-duraview lcd integrated stereo a2dp bluetooth technology 250gb hard drive 3gb memory built-in motion eye camera and microphone genuine microsoft windows vista business with sp1/xp downgrade black finish	sony vaio cs180j/p notebook vgncs180j/p sony vaio cs series vgn-cs180j / p 14.1-inch notebook 2.26 ghz intel core 2 duo p8400 processor , 4 gb ram , 320 gb hard drive , blu-ray drive , vista home premium - pink	0
1904	sony white cybershot t series digital camera jacket case with stylus lcjthcw for 2007 cybershot t series camera stylus included custom-fitted white finish	sony lcs-csq soft cyber-shot camera case lcscsq/b top loading polyamide black	0
1905	escort passport 9500i radar and laser detector 9500i 360-degree radar and laser detection blistering all-band protection gps-powered truelock filter immune to the vg-2 ` detector-detector ' built-in earphone jack red display	escort passport 9500ix radar/laser detector	0
1906	samsung 5 disc home theater surround sound system htz510 5-disc dvd changer hdmi output 5.1 channel home theater audio system multimedia disc playback xm satellite radio-ready wireless ready ipod connectivity compatible black finish	samsung htz410t home theater system htz410t samsung ht-z410t 5 disc home theater surround sound system with hdmi and divx playback	0
1907	canon pixma photo all-in-one printer mp620 high performance printer and copier , scanner easy scroll wheel dual paper trays 2.5 ' high definition lcd display maximum 9600 x 2400 color dpi automatic image optimization quick start wi-fi ready built-in media card slot energy star qualified	canon pixma ip4600 inkjet color photo printer 2909b002	0
1908	canon red photo ink cartridge cli8r fine technology for exceptional sharpness & detail compatible with canon pixma pro9000	canon pg-40 twin pack black ink cartridge 0615b013 black	0
1909	speck seethru pink hard shell case for macbook air mbapnksee thin and sleek protective case access to all ports 2-piece snap on pink finish	speck products seethru case for apple 13 ' macbook mb13-aqu-see-v2 plastic aqua	0
1910	panasonic silver lumix wide angle lens digital camera dmctz5s 9.1 megapixel leica 28mm wide-angle lens with 10x optical zoom 3.0 ' lcd display with intelligent lcd function burst mode scene mode auto angle detection 27mb built-in memory sd memory slot silver finish	panasonic lumix dmc-fs3 digital camera silver panasonic dmc-fs3s 8 megapixel compact digital camera with 33mm lens , 3x optical zoom , intelligent auto mode and 2.5 ' diagonal intelligent lcd silver	0
1911	linksys compact wireless-g usb adapter wusb54gc connects your desktop or notebook to a wireless network at up to 54mbps when used with a usb 2.0 port compatible with wireless-b networks ( at 11mbps ) protected by wpa and up to 128-bit data encryption	linksys wga600n wireless gaming adapter 54mbps	0
1912	canon pgi-5bk black ink tank cartridge pgi5bk smudge resistant resists smearing caused by highlighters smudge resistant pigment ink formulation for long lasting prints	canon cli-221 gray ink cartridge 2950b001 gray	0
1913	sony 42 ' bravia v series black lcd flat panel hdtv kdl42v4100 1920 x 1080 full hd 1080p resolution digital media extender ( dmex ) bravia engine technology advanced contrast enhancer ( ace ) enhanced ( xmb ) user interface with rich 3d graphics 24p true cinema black finish	sony bravia v series kdl-52v4100 52 ' lcd tv kdl52v4100 52 ' atsc , ntsc 16:9 1920 x 1080 hdtv	0
1914	samsung nv30 black 8.1 megapixel digital camera ecnv30zbba 3x optical zoom lens 2.5 ' lcd display high resolution ccd sensor 20mb internal memory dual image stabilization face detection auto focus sd memory card slot black finish	sony cyber-shot dsc-w150 digital camera black dscw150/b 8.1 megapixel 16:9 2x digital zoom 2.7 ' active matrix tft color lcd	0
1915	linksys wireless n access point wap4400n full backwards compatibility for 802.11 b and 802.11 g easy installation and configuration gigabit ethernet lan interface supports power over ethernet wmm wireless qos support	linksys wireless-g wrt54gl broadband router linksys wrt54gl wireless-g broadband router	0
1916	lg stainless steel freestanding electric range lre30757ss 5.6 cu . ft. capacity dual convection self-cleaning touch controls ceramic cooktop wideview window warming drawer interior oven light stainless steel finish	lg 5.6 cu.ft . freestanding electric range	1
1917	panasonic black dect 6.0 cordless telephone kxtg9333t 1 base and 2 handsets extended talk time reduced interference all-digital answering system up to 17 hours of talk time expandable up to 6 handsets up to 3-way conference capability built-in clock with alarm digital speakerphone on handset black finish	panasonic kx-tga670b cordless handset panasonic kx-tga670b additional handset for pankxtg6700b	0
1918	panasonic black lumix wide angle lens digital camera dmctz5k 9.1 megapixel leica 28mm wide-angle lens with 10x optical zoom 3.0 ' lcd display with intelligent lcd function burst mode scene mode auto angle detection 27mb built-in memory sd memory slot black finish	sony cyber-shot dsc-h10 digital camera black dsch10/b 8.1 megapixel 16:9 2x digital zoom 3 ' active matrix tft color lcd	0
1919	lg 2.0 cu . ft. over-the-range stainless steel microwave oven lmvm2085ss warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting stainless steel finish	lg 2.0 cu.ft . over the range microwave oven	0
1920	canon psc-4000 black leather case 3528b001 genuine leather case designed for the powershot sx10 is black finish	canon pgi-5bk black ink cartridge 0628b002 canon pgi-5 pigment black ink cartridge for canon contrastplus photo printers	0
1921	sony lcs-csj black soft carrying case lcscsj compatible with s , w , t , and n series digital cameras durable nylon construction convenient front pocket black finish	sony camcorder case lcsx30 nylon , polyester	0
1922	sony black vaio z series 13.1 ' notebook computer vgnz570nb 2.53 ghz intel core 2 duo p9500 processor 13.3 ' xbrite-duraview lcd integrated stereo a2dp bluetooth technology 320gb hard drive 3gb memory built-in motion eye camera and microphone genuine microsoft windows vista business with sp1/xp downgrade black finish	sony vaio cs180j/q notebook vgncs180j/q sony vaio cs series vgn-cs180j / q 14.1-inch notebook 2.26 ghz intel core 2 duo p8400 processor , 4 gb ram , 320 gb hard drive , blu-ray drive , vista home premium - black	0
1923	frigidaire feq332 electric dryer feq332wh 5.7 cu.ft . super capacity drum auto dry cycles temperature options interior drum light quick-clean lint screen white finish	frigidaire 27 '' electric stack washer dryer combo fex831wh extra-large capacity wash tub	0
1924	sony 32 ' bravia xbr series black lcd flat panel hdtv kdl32xbr6 1920 x 1080 full hd 1080p resolution digital media extender ( dmex ) bravia engine technology advanced contrast enhancer ( ace ) enhanced ( xmb ) user interface with rich 3d graphics 24p true cinema black finish	sony bravia m series kdl-26m4000 26 ' lcd tv kdl26m4000 26 ' atsc , ntsc 16:9 1366 x 768 hdtv	0
1925	sony dsch10 cyber-shot black digital camera dsch10b 8.1 megapixels 3.0 ' lcd display carl zeiss 10x optical zoom lens 31 mb internal memory versatile flash advanced sports mode 9-point auto focus high sensitivity mode burst mode face detection in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility stamina battery power beginner-friendly function guide black finish	sony lcs-twa/b cyber-shot camera case lcstwa/b top loading leather black	0
1926	onkyo hts5100 black 7.1-channel home theater system hts5100b connect up to 3 hdmi-enabled sources audio playback from your ipod music optimizer corrects room distortion compatible with sirius satellite radio 4 digital inputs advanced 32-bit processing dsp chip double bass function ipod dock included black finish	sony bravia dav-hdx576wf home theater system dvd player , amplifier , 5.1 speakers 5 disc ( s ) progressive scan 1000w rms dolby pro logic ii	0
1927	panasonic plain paper fax/copier with cordless phone answering system kxfg2451 automatic fax/phone switching 2.4 ghz gigarange cordless handset with handset speakerphone voice enhancer technology all-digital answering system ( 18 min ) navigator key with 2-line display	panasonic kx-tg9341t cordless phone 1 x phone line ( s ) black , metallic	0
1928	panasonic black dvd home theater sound system scpt960 kelton subwoofer bamboo diaphragm center speakers 1080p up-conversion integrated universal dock and on-screen display for ipod ipod video playback wireless rear speaker system whisper-mode surround built-in dolby digital and dts decoder high speed 5-dvd/cd changer black finish	sony ht7200dh home theater system dvd player , a/v receiver , 5.1 speakers 1 disc ( s ) progressive scan 1000w rms dolby digital , dolby pro logic , dolby pro logic ii , dts	0
1929	sony dvp-fx820 black 8 ' portable dvd player dvpfx820 swivel & flip screen with dual sensor for remote control control buttons on screen bezel 12 bit video dac with 108 mhz processing removable , rechargeable battery & car adapter included black finish	toshiba sd-p91s portable dvd player toshiba sd-p91s 9 ' portable dvd player	0
1930	sony silver cyber-shot digital camera dscw150 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide silver finish	sony cyber-shot dsc-w150 digital camera black dscw150/b 8.1 megapixel 16:9 2x digital zoom 2.7 ' active matrix tft color lcd	0
1931	weber genesis e-310 natural gas black outdoor grill 3841001 3 stainless steel burners 42,000 btu per-hour input electronic crossover ignition system porcelain enameled cast iron cooking grates 2 stainless steel work surfaces center mounted thermometer cast aluminum end caps black finish assembly required	weber genesis series e-310 3841001 60 ' freestanding gas grill with 637 sq. in . cooking surface & 3 stainless steel burners : black natural gas	1
1932	canon powershot sx110 is silver digital camera sx110is 9.0 megapixel 10x optical zoom lens with optical image stabilizer technology 3.0 ' lcd display digic iii image processor face detection motion detection 20 shooting modes including 8 special scene modes red-eye correction automatic iso settings print-share button power by aa batteries for convenient silver finish	canon powershot sd990 is 14 megapixel digital camera w / 3.7 x optical zoom , ua len , face detection , 2.5 lcd , & iso 1600 silver 3191b001	0
1933	speck black toughskin case for iphone 3g iph3gblkts tough , textured and ruggedized protection bottom hinges open to allow docking thicker corners for extra protection removable rotating belt clip lightweight design easy access to all ports & controls black finish ( iphone not included )	speck products toughskin for ipod classic ic-blk-ts rubber black	0
1934	canon printer gray ink cartridge cli221gry fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980	canon pg-40 twin pack black ink cartridge 0615b013 black	0
1935	canon powershot a1000 is gray digital camera a1000isg 10.0 megapixel 4x optical zoom with optical image stabilizer technology 2.5 ' optical viewfinder lcd display digic iii image processor face detection motion detection 17 shooting modes including 8 special scene modes red-eye correction automatic iso settings print-share button power by aa batteries for convenient gray finish	sony cyber-shot dsc-w170 digital camera red dscw170r 10.1 megapixel 16:9 2x digital zoom 2.7 ' active matrix tft color lcd	0
1936	lg black freestanding electric range lre30757bk 5.6 cu . ft. capacity dual convection self-cleaning touch controls ceramic cooktop wideview window warming drawer interior oven light black finish	lg 5.6 cu.ft . freestanding electric range	0
1937	sharp over the counter white microwave oven r1211wh 1.5 cu . ft. capacity 1100 watts 19 automatic settings 2-color lighted lcd smart and easy sensor settings auto-touch control panel white finish	1.6 cu.ft . over the range microwave	0
1938	panasonic silver rice cooker/warmer srtmb10 6 menu settings non-stick coated pan 13-hour preset timer 12-hour keep warm setting automatic rewinding cord reel steaming basket silver finish	panasonic srtmb10/rice cooker/5 .5 cup/fuzzy sr-tmb10	1
1939	nikon vr 55-200mm zoom-nikkor lens accessory 2166 3.6 x zoom 55 200mm vibration reduction silent wave motor for quiet autofocusing ed glass element	nikon nikkor 70-300mm f/4 .5 -5.6 g ed-if af-s vr telephoto zoom lens 2161 f/4 .5 to 5.6	0
1940	sony 42 ' bravia v series black lcd flat panel hdtv kdl42v4100 1920 x 1080 full hd 1080p resolution digital media extender ( dmex ) bravia engine technology advanced contrast enhancer ( ace ) enhanced ( xmb ) user interface with rich 3d graphics 24p true cinema black finish	sony bravia z series kdl-46z4100 46 ' lcd tv kdl46z4100/b 46 ' atsc , ntsc 16:9 1920 x 1080 dolby hdtv 1080i , 1080p	0
1941	toshiba black portable dvd player sdp91s 9 ' widescreen tft lcd display up to 5 hour lithium battery life official divx certified switchable audio/video input and output swivel and flip type screen black finish	panasonic dvd-ls83 portable dvd player 8.5 ' lcd dvd + rw , dvd-rw , dvd-ram , dvd + r , dvd-r , cd-rw dvd video , cd-da , mp3 , jpeg , mpeg-4 , divx , wma , video cd , svcd , highmat playback	0
1942	logitech black v450 nano cordless laser mouse for notebooks 910000619 laser precision side-to-side scrolling plus zoom advanced 2.4 ghz wireless connection storable nano reciever 12 months battery life with indicator light black finish	logitech v470 cordless laser mouse for notebooks 910-000298 logitech v470 bluetooth notebook mouse blue	0
1943	canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish	canon powershot a1000 is digital camera gray 3210b001 canon powershot a1000 is 10 megapixel digital camera w / 4x optical zoom , 2.5 lcd , optical image stabilizer , & face detection gray	0
1944	speck seethru green hard shell case for 15 ' macbook mb15grnseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support green finish	speck products seethru case for apple imac lcd im20-aqu-see aqua	0
1945	canon vixia high definition camcorder hf10 2.7 ' color widescreen lcd 12x hd video zoom lens 3.3 megapixel digic dv ii image processor 200x digital zoom built in 16 gb memory sd card slot for expanded memory rgb primary color filter built-in electronic lens cover	sony high definition mini dv cassette dsl-190-b sony dvm-63 hd high-definition minidv videocassette	0
1946	canon deluxe soft black camera case 0716b001 compatible with canon powershot s2 is black finish	canon psc-75 deluxe soft case 0716b001 top loading leather	1
1947	transcend 133x high-speed 8gb compact flash card ts8gcf133 21.5 mb per sec . data transfer rate dual-channel support multi-platform compatibility supports ultra dma mode 0-4 low power consumption	transcend 4gb compactflash card ( 133x ) ts4gcf133 transcend 4gb compactflash memory card ( 133x )	0
1948	speck seethru clear hard shell case for 15 ' macbook mb15clrseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support clear finish	speck products seethru case for apple 13 ' macbook mb13-org-see-v2 plastic orange	0
1949	denon black avr-1609 home theater surround sound receiver avr1609 75 watts per channel 7 channels hdmi v1 .3 a video switching dolby digital surround ex , dolby pro logic iix , dts es 6.1 , dts neo :6 decoding audyssey multeq , dynamic volume and dynamic eq sirius satellite radio ready network and digital media connectivity black finish	yamaha rx-v863 home theater receiver rxv863bl 735w dolby truehd , dolby digital ex , dolby pro logic iix , dolby digital plus , dts-hd , dts-es , dts 96/24 , dts neo :6 , neural surroundxm	0
1950	apple mac mini 1.83 ghz intel core 2 duo computer mb138lla 1.83 ghz intel core 2 duo 1gb memory 80gb hard drive 24x combo drive built-in speakers four usb 2.0 ports and one firewire 400 port mac os x v10 .5 leopard	apple mac mini desktop mb138ll/a intel core 2 duo t5600 1.83 ghz 1gb ddr2 sdram 80gb combo drive ( cd-rw/dvd-rom ) bluetooth , gigabit ethernet , wi-fi mac os x 10.5 leopard small desktop	1
1951	canon powershot black 10 megapixel digital camera sx10is 20x optical zoom optical image stabilizer 10.0 megapixel 2.5 ' vari-angle lcd digic 4 image processor face detection self-timer intelligent contrast correction moviesnap mode print/share button black finish	canon nb-5l lithium-ion digital camera battery 1135b001 canon nb-5l lithium ion battery	0
1952	samsung 46 ' series 6 lcd black flat panel hdtv ln46a650 full 1080p high definition resolution 16:9 widescreen aspect ratio 50,000:1 dynamic contrast ratio 4ms response time and auto motion plus 120hz technology srs trusurround xt audio built-in digital tuner ( atsc/clear qam ) picture-in-picture auto volume leveler 4 hdmi slots swivel stand piano black with hint amber finish	samsung 4 series ln22a451 22 ' lcd tv samsung ln22a451 22 ' widescreen lcd hdtv 3,000:1 dynamic contrast ratio 8ms response time white	0
1953	panasonic kx-tg1033s silver dect 6.0 cordless telephone kxtg1033s dect 6.0 technology light up indicator 16-minute all-digital answering system silver finish	panasonic kx-tg4323b 5.8 ghz expandable digital cordless phone 1 x phone line ( s ) black	0
1954	sony msa2gd 2gb memory stick micro ( m2 ) msa2gu2 ultra-small size 2gb storage capacity with 1.85 gb available designed for use in compatible small devices such as mobile phone dual operating voltage m2 duo adaptor included black finish	sony memory stick usb card reader/writer msacus40 memory stick , memory stick duo	0
1955	samsung 40 ' series 6 lcd black flat panel hdtv ln40a650 full 1080p high definition resolution 16:9 widescreen aspect ratio 50,000:1 dynamic contrast ratio 4ms response time and auto motion plus 120hz technology srs trusurround xt audio built-in digital tuner ( atsc/clear qam ) picture-in-picture auto volume leveler 4 hdmi slots swivel stand piano black with hint amber finish	samsung 9 series ln46a950 46 ' lcd tv 46 ' atsc , ntsc 181 channels 16:9 1920 x 1080 surround hdtv 1080p	0
1956	linksys etherfast10/100 5-port auto-sensing switch ezxs55w 5 port 10/100 autosensing ports with both half and full duplex modes perfect for integrating your 10baset and 100basetx network hardware switched 10/100 ports run at 10mbps , 20mbps , 100mbps up to 200mbps	linksys etherfast ef4116 ethernet switch 16 x 10/100base-tx lan	0
1957	apple 120gb silver 7th generation ipod classic mb562lla holds up to 30,000 songs in 128-kbps aac format , 25,000 ipod-viewable photos and 150 hours of video 2.5 ' ( diagonal ) color lcd with led backlight 320-by-240-pixel resolution mac and windows compatible silver finish	apple 8gb ipod nano purple ( 4th generation ) mb739ll/a	0
1958	olympus silver digital voice recorder vn4100pc 144 hours 20 minutes recording time pc link file management timer recording four recording modes voice activation silver finish	olympus fe-360 digital camera pink 226540 8 megapixel 16:9 3x optical zoom 4x digital zoom 2.5 ' color lcd	0
1959	panasonic viera 58 ' 1080p plasma hdtv in black th58pz850u 1920 x 1080 resolution 1,000,000:1 dynamic contrast ratio viera cast internet tv capability viera link hdavi control surround sound bbe viva hd3d sound built-in closed caption decoder built-in sd card memory slot built-in ntsc/atsc/qam tuners black finish	panasonic viera tc-26lx85 26 ' lcd tv 26 ' atsc , ntsc 16:9 1366 x 768 hdtv	0
1960	linksys dual-band wireless-n notebook adapter wpc600n high-speed wireless-n ( draft 802.11 n ) networking mimo technology operates in the 2.4 and 5ghz radio bands connects to wireless-g , b , and a networks	linksys wireless-g wrt54gl broadband router linksys wrt54gl wireless-g broadband router	0
1961	sony soft camera carrying case lcsmx100 stain resistant nylon colored interior movable partition build-in modular interface black finish	sony lcs soft carrying case lcscst sony lcs-cst soft carrying case for ultra-compact digital cameras	0
1962	panasonic black dvd home theater sound system scpt960 kelton subwoofer bamboo diaphragm center speakers 1080p up-conversion integrated universal dock and on-screen display for ipod ipod video playback wireless rear speaker system whisper-mode surround built-in dolby digital and dts decoder high speed 5-dvd/cd changer black finish	denon dht-589ba home theater system , a/v receiver , 5.1 speakers dolby pro logic ii , dts	0
1963	panasonic dect 6.0 silver digital cordless handset kxtga630s for use with panasonic 6300 and 9300 series phone systems dect 6.0 technology 60 channels call waiting caller id 1.4 ' amber backlit lcd display wall mountable 11 days standby time 5 hours talk time silver finish	panasonic kx-tg4321b 5.8 ghz expandable digital cordless phone 1 x phone line ( s ) black	0
1964	linksys ultra rangeplus wireless-n broadband router wrt160n internet-sharing router 4-port switch enhanced wireless access point mimo technology faster than wireless-g protected by wireless encryption powerful spi firewall 2 antennas glossy black finish	linksys wrv54g wireless-g vpn broadband router	0
1965	sony silver cyber-shot digital camera dscw150 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide silver finish	nikon digital camera leather case 5811 leather black	0
1966	panasonic 2-line integrated telephone kxtsc14w call waiting 50-station caller id voice mail message-waiting indicator speakerphone 3-line lcd display white finish	panasonic kx-tg9332t cordless phone 1 x phone line ( s ) black , metallic	0
1967	frigidaire electric dryer feq1442wh 5.8 cubic foot super capacity drum 7 auto dry cycles 4 dryness level selections 90 minute timed dry 4 temperature options white finish	lg electronics dle2516w 27 ' electric dryer	0
1968	panasonic dect 6.0 2-line digital expandable corded/cordless phone system kxtg9391t dect 6.0 digital technology ( 1.9 ghz frequency ) expandable up to 6 total handsets wifi friendly digital answering system 50 number caller id memory 100 number phonebook digital speakerphone on handset and base light-up indicator with ringer alert white backlit 3-line lcd black finish	panasonic kx-tg1034s dect 6.0 cordless phone kx-tg1034s panasonic dect 6.0 series 4 handset cordless phone system with answering system	0
1969	canon deluxe soft black camera case 0716b001 compatible with canon powershot s2 is black finish	canon powershot sd790 is digital camera 2554b001 canon powershot sd790 is 10 megapixel digital camera with 3x optical zoom , 3 ' lcd , & pictbridge	0
1970	canon kp-36ip color ink & paper set 7737a001 36 sheets of 4 ' x 6 ' photo paper ink cartridge for compatible canon dye sublimation printer	canon kp 36ip print cartridge paper kit 7737a001 36 page 4 ' x 6 '	1
1971	canon deluxe burgundy leather case 2350b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 burgundy finish	canon psc-4000 deluxe leather case n 3528b001	0
1972	panasonic viera 32 ' class widescreen lcd hdtv in black tc32lz800 ips high-definition lcd panel 10000:1 contrast ratio 178 ° wide viewing angle 6.7 ms response intelligent scene controller built-in sd card slot 3 hdmi inputs and dvi audio input simulated surround sound black finish	panasonic viera th-42pz85u 42 ' plasma tv 42 ' atsc , ntsc 16:9 1920 x 1080 surround hdtv	0
